Date,Workout,Exercise,Weight,Sets,Reps
2018-01-15,Hypertrophy Lower,Front Squat,110,4,8
2018-01-22,Hypertrophy Lower,Front Squat,105,4,10
2018-01-29,Hypertrophy Lower,Front Squat,110,4,8
2018-02-04,Hypertrophy Lower,Front Squat,110,4,8
2018-02-20,Hypertrophy Lower,Front Squat,85,4,12
2018-02-26,Hypertrophy Lower,Front Squat,85,4,12
2018-03-04,Hypertrophy Lower,Front Squat,90,4,12
2018-03-10,Hypertrophy Lower,Front Squat,95,4,10
2018-03-16,Hypertrophy Lower,Front Squat,95,4,12
2018-03-23,Hypertrophy Lower,Front Squat,95,4,10
2018-03-29,Hypertrophy Lower,Front Squat,100,4,10
2018-04-05,Hypertrophy Lower,Front Squat,85,4,10
2018-04-11,Hypertrophy Lower,Front Squat,95,4,10
2018-04-18,Hypertrophy Lower,Front Squat,95,4,12
2018-04-24,Hypertrophy Lower,Front Squat,95,4,12
2018-05-01,Hypertrophy Lower,Front Squat,100,4,10
2018-05-08,Hypertrophy Lower,Front Squat,100,4,12
2018-05-17,Hypertrophy Lower,Front Squat,95,4,12
2018-05-23,Hypertrophy Lower,Front Squat,100,4,12
2018-06-01,Hypertrophy Lower,Front Squat,105,4,12
2018-06-07,Hypertrophy Lower,Front Squat,110,4,10
2018-06-13,Hypertrophy Lower,Front Squat,110,4,12
2018-06-20,Hypertrophy Lower,Front Squat,115,4,8
2018-06-27,Hypertrophy Lower,Front Squat,115,4,10
2018-07-04,Hypertrophy Lower,Front Squat,115,4,10
2018-07-10,Hypertrophy Lower,Front Squat,115,4,10
2018-07-17,Hypertrophy Lower,Front Squat,115,4,10
2018-07-24,Hypertrophy Lower,Front Squat,115,4,11
2018-08-07,Hypertrophy Lower,Front Squat,105,4,12
2018-08-14,Hypertrophy Lower,Front Squat,105,4,12
2018-08-20,Hypertrophy Lower,Front Squat,110,4,12
2016-12-30,Hypertrophy Lower,Barbell Lunge,55,3,10
2017-01-07,Hypertrophy Lower,Barbell Lunge,55,3,12
2017-01-13,Hypertrophy Lower,Barbell Lunge,60,3,12
2017-01-21,Hypertrophy Lower,Barbell Lunge,60,3,12
2017-01-28,Hypertrophy Lower,Barbell Lunge,60,3,12
2017-02-03,Hypertrophy Lower,Barbell Lunge,65,3,10
2017-02-10,Hypertrophy Lower,Barbell Lunge,65,3,12
2017-02-24,Hypertrophy Lower,Barbell Lunge,65,3,12
2017-03-04,Hypertrophy Lower,Barbell Lunge,65,3,12
2017-03-10,Hypertrophy Lower,Barbell Lunge,65,4,12
2017-03-17,Hypertrophy Lower,Barbell Lunge,65,4,12
2017-03-31,Hypertrophy Lower,Barbell Lunge,75,4,8
2017-04-08,Hypertrophy Lower,Barbell Lunge,75,4,10
2017-04-15,Hypertrophy Lower,Barbell Lunge,75,4,10
2017-04-21,Hypertrophy Lower,Barbell Lunge,75,4,12
2017-04-30,Hypertrophy Lower,Barbell Lunge,75,4,12
2017-05-19,Hypertrophy Lower,Barbell Lunge,75,4,12
2017-06-03,Hypertrophy Lower,Barbell Lunge,65,4,12
2017-06-10,Hypertrophy Lower,Barbell Lunge,65,4,12
2017-06-16,Hypertrophy Lower,Barbell Lunge,65,4,12
2017-06-23,Hypertrophy Lower,Barbell Lunge,70,4,12
2017-07-24,Hypertrophy Lower,Barbell Lunge,65,4,12
2017-07-30,Hypertrophy Lower,Barbell Lunge,70,4,12
2017-08-05,Hypertrophy Lower,Barbell Lunge,70,4,12
2017-08-11,Hypertrophy Lower,Barbell Lunge,75,4,12
2017-08-18,Hypertrophy Lower,Barbell Lunge,75,4,12
2017-08-25,Hypertrophy Lower,Barbell Lunge,70,4,12
2017-09-01,Hypertrophy Lower,Barbell Lunge,75,4,8
2017-09-08,Hypertrophy Lower,Barbell Lunge,75,4,8
2017-09-15,Hypertrophy Lower,Barbell Lunge,75,4,9
2017-09-22,Hypertrophy Lower,Barbell Lunge,75,4,10
2017-10-03,Hypertrophy Lower,Barbell Lunge,75,4,10
2017-10-10,Hypertrophy Lower,Barbell Lunge,75,4,10
2017-10-17,Hypertrophy Lower,Barbell Lunge,80,4,10
2017-10-24,Hypertrophy Lower,Barbell Lunge,80,4,9
2017-11-02,Hypertrophy Lower,Barbell Lunge,80,4,9
2017-11-10,Hypertrophy Lower,Barbell Lunge,80,4,10
2017-11-19,Hypertrophy Lower,Barbell Lunge,80,4,10
2017-11-25,Hypertrophy Lower,Barbell Lunge,80,4,10
2017-12-01,Hypertrophy Lower,Barbell Lunge,85,4,8
2017-12-07,Hypertrophy Lower,Barbell Lunge,85,4,8
2017-12-14,Hypertrophy Lower,Barbell Lunge,85,4,9
2017-12-21,Hypertrophy Lower,Barbell Lunge,85,4,8
2017-12-30,Hypertrophy Lower,Barbell Lunge,85,4,8
2018-01-09,Hypertrophy Lower,Barbell Lunge,85,4,8
2018-01-15,Hypertrophy Lower,Barbell Lunge,85,4,8
2018-01-22,Hypertrophy Lower,Barbell Lunge,85,4,8
2018-01-29,Hypertrophy Lower,Barbell Lunge,85,4,9
2018-02-04,Hypertrophy Lower,Barbell Lunge,85,4,8
2018-02-20,Hypertrophy Lower,Barbell Lunge,70,4,10
2018-02-26,Hypertrophy Lower,Barbell Lunge,70,4,10
2018-03-04,Hypertrophy Lower,Barbell Lunge,75,4,10
2018-03-10,Hypertrophy Lower,Barbell Lunge,75,4,10
2018-03-16,Hypertrophy Lower,Barbell Lunge,75,4,10
2018-03-23,Hypertrophy Lower,Barbell Lunge,75,4,10
2018-03-29,Hypertrophy Lower,Barbell Lunge,80,4,10
2018-04-05,Hypertrophy Lower,Barbell Lunge,80,4,10
2018-04-11,Hypertrophy Lower,Barbell Lunge,85,4,8
2018-04-18,Hypertrophy Lower,Barbell Lunge,85,4,8
2018-04-24,Hypertrophy Lower,Barbell Lunge,85,4,9
2018-05-01,Hypertrophy Lower,Barbell Lunge,85,4,10
2018-05-08,Hypertrophy Lower,Barbell Lunge,90,4,8
2018-05-17,Hypertrophy Lower,Barbell Lunge,85,4,8
2018-05-23,Hypertrophy Lower,Barbell Lunge,90,4,8
2018-06-01,Hypertrophy Lower,Barbell Lunge,95,4,8
2018-06-07,Hypertrophy Lower,Barbell Lunge,95,4,8
2018-06-13,Hypertrophy Lower,Barbell Lunge,95,4,8
2018-06-20,Hypertrophy Lower,Barbell Lunge,95,4,8
2018-06-27,Hypertrophy Lower,Barbell Lunge,95,4,8
2018-07-04,Hypertrophy Lower,Barbell Lunge,95,4,8
2018-07-10,Hypertrophy Lower,Barbell Lunge,95,4,8
2018-07-17,Hypertrophy Lower,Barbell Lunge,95,4,8
2018-07-24,Hypertrophy Lower,Barbell Lunge,95,4,8
2018-08-07,Hypertrophy Lower,Barbell Lunge,95,4,8
2018-08-14,Hypertrophy Lower,Barbell Lunge,95,4,8
2018-08-20,Hypertrophy Lower,Barbell Lunge,100,4,8
2016-12-30,Hypertrophy Lower,Leg Curl,45,3,15
2017-01-07,Hypertrophy Lower,Leg Curl,50,3,15
2017-01-13,Hypertrophy Lower,Leg Curl,55,3,15
2017-01-21,Hypertrophy Lower,Leg Curl,55,3,15
2017-01-28,Hypertrophy Lower,Leg Curl,55,3,15
2017-02-03,Hypertrophy Lower,Leg Curl,55,3,15
2017-02-10,Hypertrophy Lower,Leg Curl,55,3,15
2017-02-24,Hypertrophy Lower,Leg Curl,55,3,10
2017-03-04,Hypertrophy Lower,Leg Curl,60,3,12
2017-03-10,Hypertrophy Lower,Leg Curl,60,4,12
2017-03-17,Hypertrophy Lower,Leg Curl,65,4,12
2017-03-31,Hypertrophy Lower,Leg Curl,65,4,12
2017-04-08,Hypertrophy Lower,Leg Curl,70,4,12
2017-04-15,Hypertrophy Lower,Leg Curl,70,4,12
2017-04-21,Hypertrophy Lower,Leg Curl,70,4,12
2017-04-30,Hypertrophy Lower,Leg Curl,75,4,12
2017-05-19,Hypertrophy Lower,Leg Curl,75,4,12
2017-06-03,Hypertrophy Lower,Leg Curl,70,4,12
2017-06-10,Hypertrophy Lower,Leg Curl,70,4,12
2017-06-16,Hypertrophy Lower,Leg Curl,70,4,12
2017-06-23,Hypertrophy Lower,Leg Curl,70,4,12
2017-07-24,Hypertrophy Lower,Leg Curl,50,4,12
2017-07-30,Hypertrophy Lower,Leg Curl,50,4,12
2017-08-05,Hypertrophy Lower,Leg Curl,60,4,12
2017-08-11,Hypertrophy Lower,Leg Curl,70,4,12
2017-08-18,Hypertrophy Lower,Leg Curl,80,4,12
2017-08-25,Hypertrophy Lower,Leg Curl,85,4,12
2017-09-01,Hypertrophy Lower,Leg Curl,90,4,12
2017-09-08,Hypertrophy Lower,Leg Curl,90,4,12
2017-09-15,Hypertrophy Lower,Leg Curl,95,4,12
2017-09-22,Hypertrophy Lower,Leg Curl,95,4,12
2017-10-03,Hypertrophy Lower,Leg Curl,95,4,12
2017-10-10,Hypertrophy Lower,Leg Curl,95,4,12
2017-10-17,Hypertrophy Lower,Leg Curl,95,4,12
2017-10-24,Hypertrophy Lower,Leg Curl,100,4,12
2017-11-02,Hypertrophy Lower,Leg Curl,100,4,12
2017-11-10,Hypertrophy Lower,Leg Curl,105,4,12
2017-11-19,Hypertrophy Lower,Leg Curl,105,4,12
2017-11-25,Hypertrophy Lower,Leg Curl,105,4,12
2017-12-01,Hypertrophy Lower,Leg Curl,105,4,12
2017-12-07,Hypertrophy Lower,Leg Curl,110,4,12
2017-12-14,Hypertrophy Lower,Leg Curl,115,4,12
2017-12-21,Hypertrophy Lower,Leg Curl,115,4,12
2017-12-30,Hypertrophy Lower,Leg Curl,115,4,12
2018-01-09,Hypertrophy Lower,Leg Curl,120,4,12
2018-01-15,Hypertrophy Lower,Leg Curl,120,4,12
2018-01-22,Hypertrophy Lower,Leg Curl,120,4,12
2018-01-29,Hypertrophy Lower,Leg Curl,115,4,12
2018-02-04,Hypertrophy Lower,Leg Curl,110,4,12
2018-02-20,Hypertrophy Lower,Leg Curl,100,4,12
2018-02-26,Hypertrophy Lower,Leg Curl,100,4,12
2018-03-04,Hypertrophy Lower,Leg Curl,100,4,12
2018-03-10,Hypertrophy Lower,Leg Curl,105,4,12
2018-03-16,Hypertrophy Lower,Leg Curl,110,4,12
2018-03-23,Hypertrophy Lower,Leg Curl,110,4,12
2018-03-29,Hypertrophy Lower,Leg Curl,115,4,12
2018-04-05,Hypertrophy Lower,Leg Curl,115,4,12
2018-04-11,Hypertrophy Lower,Leg Curl,115,4,12
2018-04-18,Hypertrophy Lower,Leg Curl,115,4,12
2018-04-24,Hypertrophy Lower,Leg Curl,115,4,12
2018-05-01,Hypertrophy Lower,Leg Curl,120,4,12
2018-05-08,Hypertrophy Lower,Leg Curl,120,4,12
2018-05-17,Hypertrophy Lower,Leg Curl,120,4,12
2018-05-23,Hypertrophy Lower,Leg Curl,125,4,12
2018-06-01,Hypertrophy Lower,Leg Curl,125,4,12
2018-06-07,Hypertrophy Lower,Leg Curl,125,4,12
2018-06-13,Hypertrophy Lower,Leg Curl,125,4,12
2018-06-20,Hypertrophy Lower,Leg Curl,125,4,12
2018-06-27,Hypertrophy Lower,Leg Curl,125,4,12
2018-07-04,Hypertrophy Lower,Leg Curl,125,4,12
2018-07-10,Hypertrophy Lower,Leg Curl,130,4,12
2018-07-17,Hypertrophy Lower,Leg Curl,130,4,12
2018-07-24,Hypertrophy Lower,Leg Curl,125,4,12
2018-08-07,Hypertrophy Lower,Leg Curl,120,4,12
2018-08-14,Hypertrophy Lower,Leg Curl,120,4,12
2018-08-20,Hypertrophy Lower,Leg Curl,125,4,12
2016-12-30,Hypertrophy Lower,Leg Extension,35,3,15
2017-01-07,Hypertrophy Lower,Leg Extension,50,3,15
2017-01-13,Hypertrophy Lower,Leg Extension,60,3,15
2017-01-21,Hypertrophy Lower,Leg Extension,65,3,15
2017-01-28,Hypertrophy Lower,Leg Extension,70,3,15
2017-02-03,Hypertrophy Lower,Leg Extension,70,3,15
2017-02-10,Hypertrophy Lower,Leg Extension,60,3,10
2017-02-24,Hypertrophy Lower,Leg Extension,60,3,12
2017-03-04,Hypertrophy Lower,Leg Extension,60,3,12
2017-03-10,Hypertrophy Lower,Leg Extension,60,4,12
2017-03-17,Hypertrophy Lower,Leg Extension,60,4,12
2017-03-31,Hypertrophy Lower,Leg Extension,60,4,12
2017-04-08,Hypertrophy Lower,Leg Extension,65,4,10
2017-04-15,Hypertrophy Lower,Leg Extension,65,4,12
2017-04-21,Hypertrophy Lower,Leg Extension,65,4,12
2017-04-30,Hypertrophy Lower,Leg Extension,65,4,12
2017-05-19,Hypertrophy Lower,Leg Extension,65,4,12
2017-06-03,Hypertrophy Lower,Leg Extension,60,4,12
2017-06-10,Hypertrophy Lower,Leg Extension,60,4,12
2017-06-16,Hypertrophy Lower,Leg Extension,65,4,12
2017-06-23,Hypertrophy Lower,Leg Extension,65,4,12
2017-07-24,Hypertrophy Lower,Leg Extension,50,4,12
2017-07-30,Hypertrophy Lower,Leg Extension,55,4,12
2017-08-05,Hypertrophy Lower,Leg Extension,60,4,12
2017-08-11,Hypertrophy Lower,Leg Extension,75,4,12
2017-08-18,Hypertrophy Lower,Leg Extension,80,4,12
2017-08-25,Hypertrophy Lower,Leg Extension,85,4,12
2017-09-01,Hypertrophy Lower,Leg Extension,90,4,12
2017-09-08,Hypertrophy Lower,Leg Extension,90,4,12
2017-09-15,Hypertrophy Lower,Leg Extension,95,4,12
2017-09-22,Hypertrophy Lower,Leg Extension,95,4,12
2017-10-03,Hypertrophy Lower,Leg Extension,95,4,12
2017-10-10,Hypertrophy Lower,Leg Extension,110,4,12
2017-10-17,Hypertrophy Lower,Leg Extension,110,4,12
2017-10-24,Hypertrophy Lower,Leg Extension,115,4,12
2017-11-02,Hypertrophy Lower,Leg Extension,115,4,12
2017-11-10,Hypertrophy Lower,Leg Extension,120,4,12
2017-11-19,Hypertrophy Lower,Leg Extension,120,4,12
2017-11-25,Hypertrophy Lower,Leg Extension,125,4,12
2017-12-01,Hypertrophy Lower,Leg Extension,125,4,12
2017-12-07,Hypertrophy Lower,Leg Extension,125,4,12
2017-12-14,Hypertrophy Lower,Leg Extension,125,4,12
2017-12-21,Hypertrophy Lower,Leg Extension,125,4,12
2017-12-30,Hypertrophy Lower,Leg Extension,125,4,12
2018-01-09,Hypertrophy Lower,Leg Extension,125,4,12
2018-01-15,Hypertrophy Lower,Leg Extension,125,4,12
2018-01-22,Hypertrophy Lower,Leg Extension,130,4,12
2018-01-29,Hypertrophy Lower,Leg Extension,130,4,12
2018-02-04,Hypertrophy Lower,Leg Extension,130,4,12
2018-02-20,Hypertrophy Lower,Leg Extension,110,4,12
2018-02-26,Hypertrophy Lower,Leg Extension,115,4,12
2018-03-04,Hypertrophy Lower,Leg Extension,115,4,12
2018-03-10,Hypertrophy Lower,Leg Extension,115,4,12
2018-03-16,Hypertrophy Lower,Leg Extension,120,4,12
2018-03-23,Hypertrophy Lower,Leg Extension,120,4,12
2018-03-29,Hypertrophy Lower,Leg Extension,125,4,12
2018-04-05,Hypertrophy Lower,Leg Extension,130,4,12
2018-04-11,Hypertrophy Lower,Leg Extension,130,4,12
2018-04-18,Hypertrophy Lower,Leg Extension,135,4,12
2018-04-24,Hypertrophy Lower,Leg Extension,135,4,12
2018-05-01,Hypertrophy Lower,Leg Extension,140,4,12
2018-05-08,Hypertrophy Lower,Leg Extension,140,4,12
2018-05-17,Hypertrophy Lower,Leg Extension,140,4,12
2018-05-23,Hypertrophy Lower,Leg Extension,145,4,12
2018-06-01,Hypertrophy Lower,Leg Extension,145,4,12
2018-06-07,Hypertrophy Lower,Leg Extension,145,4,12
2018-06-13,Hypertrophy Lower,Leg Extension,150,4,12
2018-06-20,Hypertrophy Lower,Leg Extension,150,4,12
2018-06-27,Hypertrophy Lower,Leg Extension,150,4,12
2018-07-04,Hypertrophy Lower,Leg Extension,150,4,12
2018-07-10,Hypertrophy Lower,Leg Extension,155,4,12
2018-07-17,Hypertrophy Lower,Leg Extension,155,4,12
2018-07-24,Hypertrophy Lower,Leg Extension,155,4,12
2018-08-07,Hypertrophy Lower,Leg Extension,150,4,12
2018-08-14,Hypertrophy Lower,Leg Extension,150,4,12
2018-08-20,Hypertrophy Lower,Leg Extension,150,4,12
2016-12-30,Hypertrophy Lower,Calf Press,55,3,12
2017-01-07,Hypertrophy Lower,Calf Press,65,3,12
2017-01-13,Hypertrophy Lower,Calf Press,70,3,12
2017-01-21,Hypertrophy Lower,Calf Press,75,3,12
2017-01-28,Hypertrophy Lower,Calf Press,75,3,12
2017-02-03,Hypertrophy Lower,Calf Press,75,3,12
2017-02-10,Hypertrophy Lower,Calf Press,80,4,12
2017-02-24,Hypertrophy Lower,Calf Press,80,4,12
2017-03-04,Hypertrophy Lower,Calf Press,90,4,12
2017-03-10,Hypertrophy Lower,Calf Press,90,4,12
2017-03-17,Hypertrophy Lower,Calf Press,100,4,12
2017-03-31,Hypertrophy Lower,Calf Press,100,4,12
2017-04-08,Hypertrophy Lower,Calf Press,115,4,12
2017-04-15,Hypertrophy Lower,Calf Press,115,4,12
2017-04-21,Hypertrophy Lower,Calf Press,125,4,12
2017-04-30,Hypertrophy Lower,Calf Press,125,4,12
2017-05-19,Hypertrophy Lower,Calf Press,125,4,12
2017-06-03,Hypertrophy Lower,Calf Press,125,4,12
2017-06-10,Hypertrophy Lower,Calf Press,125,4,12
2017-06-16,Hypertrophy Lower,Calf Press,125,4,12
2017-06-23,Hypertrophy Lower,Calf Press,125,4,12
2017-07-24,Hypertrophy Lower,Calf Press,125,4,12
2017-07-30,Hypertrophy Lower,Calf Press,135,4,12
2017-08-05,Hypertrophy Lower,Calf Press,135,4,12
2017-08-11,Hypertrophy Lower,Calf Press,135,4,12
2017-08-18,Hypertrophy Lower,Calf Press,135,4,12
2017-08-25,Hypertrophy Lower,Calf Press,145,4,12
2017-09-01,Hypertrophy Lower,Calf Press,160,4,12
2017-09-08,Hypertrophy Lower,Calf Press,160,4,12
2017-09-15,Hypertrophy Lower,Calf Press,160,4,12
2017-09-22,Hypertrophy Lower,Calf Press,160,4,12
2017-10-03,Hypertrophy Lower,Calf Press,160,4,12
2017-10-10,Hypertrophy Lower,Calf Press,160,4,12
2017-10-17,Hypertrophy Lower,Calf Press,160,4,12
2017-10-24,Hypertrophy Lower,Calf Press,160,4,12
2017-11-02,Hypertrophy Lower,Calf Press,180,4,12
2017-11-10,Hypertrophy Lower,Calf Press,180,4,12
2017-11-19,Hypertrophy Lower,Calf Press,180,4,12
2017-11-25,Hypertrophy Lower,Calf Press,180,4,12
2017-12-01,Hypertrophy Lower,Calf Press,180,4,12
2017-12-07,Hypertrophy Lower,Calf Press,180,4,12
2017-12-14,Hypertrophy Lower,Calf Press,180,4,12
2017-12-21,Hypertrophy Lower,Calf Press,180,4,12
2017-12-30,Hypertrophy Lower,Calf Press,180,4,12
2018-01-09,Hypertrophy Lower,Calf Press,180,4,12
2018-01-15,Hypertrophy Lower,Calf Press,180,4,12
2018-01-22,Hypertrophy Lower,Calf Press,180,4,12
2018-01-29,Hypertrophy Lower,Calf Press,180,4,12
2018-02-04,Hypertrophy Lower,Calf Press,180,4,12
2018-02-20,Hypertrophy Lower,Calf Press,180,4,12
2018-02-26,Hypertrophy Lower,Calf Press,180,4,12
2018-03-04,Hypertrophy Lower,Calf Press,180,4,12
2018-03-10,Hypertrophy Lower,Calf Press,180,4,12
2018-03-16,Hypertrophy Lower,Calf Press,190,4,12
2018-03-23,Hypertrophy Lower,Calf Press,205,4,12
2018-03-29,Hypertrophy Lower,Calf Press,205,4,12
2018-04-05,Hypertrophy Lower,Calf Press,205,4,12
2018-04-11,Hypertrophy Lower,Calf Press,205,4,12
2018-04-18,Hypertrophy Lower,Calf Press,205,4,12
2018-04-24,Hypertrophy Lower,Calf Press,205,4,12
2018-05-01,Hypertrophy Lower,Calf Press,225,4,12
2018-05-08,Hypertrophy Lower,Calf Press,225,4,12
2018-05-17,Hypertrophy Lower,Calf Press,225,4,12
2018-05-23,Hypertrophy Lower,Calf Press,225,4,12
2018-06-01,Hypertrophy Lower,Calf Press,225,4,12
2018-06-07,Hypertrophy Lower,Calf Press,225,4,12
2018-06-13,Hypertrophy Lower,Calf Press,225,4,12
2018-06-20,Hypertrophy Lower,Calf Press,225,4,12
2018-06-27,Hypertrophy Lower,Calf Press,225,4,12
2018-07-04,Hypertrophy Lower,Calf Press,230,4,12
2018-07-10,Hypertrophy Lower,Calf Press,250,4,12
2018-07-17,Hypertrophy Lower,Calf Press,250,4,12
2018-07-24,Hypertrophy Lower,Calf Press,225,4,12
2018-08-07,Hypertrophy Lower,Calf Press,205,4,12
2018-08-14,Hypertrophy Lower,Calf Press,215,4,12
2018-08-20,Hypertrophy Lower,Calf Press,225,4,12
2016-12-30,Hypertrophy Lower,Seated Calf Raise,45,3,12
2017-01-07,Hypertrophy Lower,Seated Calf Raise,50,3,12
2017-01-13,Hypertrophy Lower,Seated Calf Raise,55,3,12
2017-01-21,Hypertrophy Lower,Seated Calf Raise,70,3,12
2017-01-28,Hypertrophy Lower,Seated Calf Raise,75,3,12
2017-02-03,Hypertrophy Lower,Seated Calf Raise,75,3,12
2017-02-10,Hypertrophy Lower,Seated Calf Raise,80,3,12
2017-02-24,Hypertrophy Lower,Seated Calf Raise,80,4,10
2017-03-04,Hypertrophy Lower,Seated Calf Raise,80,4,12
2017-03-10,Hypertrophy Lower,Seated Calf Raise,80,4,12
2017-03-17,Hypertrophy Lower,Seated Calf Raise,80,4,12
2017-03-31,Hypertrophy Lower,Seated Calf Raise,90,4,12
2017-04-08,Hypertrophy Lower,Seated Calf Raise,90,4,12
2017-04-15,Hypertrophy Lower,Seated Calf Raise,90,4,12
2017-04-21,Hypertrophy Lower,Seated Calf Raise,100,4,12
2017-04-30,Hypertrophy Lower,Seated Calf Raise,105,4,12
2017-05-19,Hypertrophy Lower,Seated Calf Raise,105,4,12
2017-06-03,Hypertrophy Lower,Seated Calf Raise,90,4,12
2017-06-10,Hypertrophy Lower,Seated Calf Raise,105,4,12
2017-06-16,Hypertrophy Lower,Seated Calf Raise,105,4,12
2017-06-23,Hypertrophy Lower,Seated Calf Raise,105,4,12
2017-07-24,Hypertrophy Lower,Seated Calf Raise,110,4,12
2017-07-30,Hypertrophy Lower,Seated Calf Raise,110,4,12
2017-08-05,Hypertrophy Lower,Seated Calf Raise,110,4,12
2017-08-11,Hypertrophy Lower,Seated Calf Raise,120,4,12
2017-08-18,Hypertrophy Lower,Seated Calf Raise,110,4,12
2017-08-25,Hypertrophy Lower,Seated Calf Raise,120,4,12
2017-09-01,Hypertrophy Lower,Seated Calf Raise,120,4,12
2017-09-08,Hypertrophy Lower,Seated Calf Raise,120,4,12
2017-09-15,Hypertrophy Lower,Seated Calf Raise,125,4,12
2017-09-22,Hypertrophy Lower,Seated Calf Raise,125,4,12
2017-10-03,Hypertrophy Lower,Seated Calf Raise,130,4,12
2017-10-10,Hypertrophy Lower,Seated Calf Raise,130,4,12
2017-10-17,Hypertrophy Lower,Seated Calf Raise,130,4,12
2017-10-24,Hypertrophy Lower,Seated Calf Raise,130,4,12
2017-11-02,Hypertrophy Lower,Seated Calf Raise,120,4,12
2017-11-10,Hypertrophy Lower,Seated Calf Raise,120,4,12
2017-11-19,Hypertrophy Lower,Seated Calf Raise,120,4,12
2017-11-25,Hypertrophy Lower,Seated Calf Raise,120,4,12
2017-12-01,Hypertrophy Lower,Seated Calf Raise,120,4,12
2017-12-07,Hypertrophy Lower,Seated Calf Raise,130,4,12
2017-12-14,Hypertrophy Lower,Seated Calf Raise,130,4,12
2017-12-21,Hypertrophy Lower,Seated Calf Raise,130,4,12
2017-12-30,Hypertrophy Lower,Seated Calf Raise,130,4,12
2018-01-09,Hypertrophy Lower,Seated Calf Raise,140,4,12
2018-01-15,Hypertrophy Lower,Seated Calf Raise,140,4,12
2018-01-22,Hypertrophy Lower,Seated Calf Raise,140,4,12
2018-01-29,Hypertrophy Lower,Seated Calf Raise,140,4,12
2018-02-04,Hypertrophy Lower,Seated Calf Raise,140,4,12
2018-02-20,Hypertrophy Lower,Seated Calf Raise,130,4,12
2018-02-26,Hypertrophy Lower,Seated Calf Raise,130,4,12
2018-03-04,Hypertrophy Lower,Seated Calf Raise,130,4,12
2018-03-10,Hypertrophy Lower,Seated Calf Raise,135,4,12
2018-03-16,Hypertrophy Lower,Seated Calf Raise,135,4,12
2018-03-23,Hypertrophy Lower,Seated Calf Raise,135,4,12
2018-03-29,Hypertrophy Lower,Seated Calf Raise,135,4,12
2018-04-05,Hypertrophy Lower,Seated Calf Raise,135,4,12
2018-04-11,Hypertrophy Lower,Seated Calf Raise,135,4,12
2018-04-18,Hypertrophy Lower,Seated Calf Raise,135,4,12
2018-04-24,Hypertrophy Lower,Seated Calf Raise,135,4,12
2018-05-01,Hypertrophy Lower,Seated Calf Raise,137.5,4,12
2018-05-08,Hypertrophy Lower,Seated Calf Raise,137.5,4,12
2018-05-17,Hypertrophy Lower,Seated Calf Raise,137.5,4,12
2018-05-23,Hypertrophy Lower,Seated Calf Raise,137.5,4,12
2018-06-01,Hypertrophy Lower,Seated Calf Raise,137.5,4,12
2018-06-07,Hypertrophy Lower,Seated Calf Raise,137.5,4,12
2018-06-13,Hypertrophy Lower,Seated Calf Raise,137.5,4,12
2018-06-20,Hypertrophy Lower,Seated Calf Raise,137.5,4,12
2018-06-27,Hypertrophy Lower,Seated Calf Raise,140,4,12
2018-07-04,Hypertrophy Lower,Seated Calf Raise,140,4,12
2018-07-10,Hypertrophy Lower,Seated Calf Raise,140,4,12
2018-07-17,Hypertrophy Lower,Seated Calf Raise,140,4,12
2018-07-24,Hypertrophy Lower,Seated Calf Raise,140,4,12
2018-08-07,Hypertrophy Lower,Seated Calf Raise,140,4,12
2018-08-14,Hypertrophy Lower,Seated Calf Raise,140,4,12
2018-08-20,Hypertrophy Lower,Seated Calf Raise,145,4,12
2015-10-20,5x5 A,Squats,180,5,5
2015-10-20,5x5 A,Overhead Press ,75,5,5
2015-10-20,5x5 A,Deadlift,205,1,5
2015-11-11,5x5 B,Squats,165,5,5
2015-11-11,5x5 B,Bench Press,105,5,5
2015-11-11,5x5 B,Bent Over Row,105,5,5
2015-11-15,5x5 A,Squats,175,5,5
2015-11-15,5x5 A,Overhead Press ,75,5,5
2015-11-15,5x5 A,Deadlift,205,1,5
2015-11-17,5x5 B,Squats,175,5,5
2015-11-17,5x5 B,Bench Press,110,5,5
2015-11-17,5x5 B,Bent Over Row,115,5,5
2015-11-19,5x5 A,Squats,180,5,5
2015-11-19,5x5 A,Overhead Press ,75,5,5
2015-11-19,5x5 A,Deadlift,205,1,5
2015-11-23,5x5 B,Squats,180,5,5
2015-11-23,5x5 B,Bench Press,115,5,5
2015-11-23,5x5 B,Bent Over Row,120,5,5
2015-11-30,5x5 A,Squats,180,5,5
2015-11-30,5x5 A,Overhead Press ,75,5,5
2015-11-30,5x5 A,Deadlift,205,1,5
2015-12-02,5x5 B,Squats,180,5,5
2015-12-02,5x5 B,Bench Press,120,5,5
2015-12-02,5x5 B,Bent Over Row,125,5,5
2015-12-06,5x5 A,Squats,180,5,5
2015-12-06,5x5 A,Overhead Press ,75,5,5
2015-12-06,5x5 A,Deadlift,215,1,5
2015-12-09,5x5 B,Squats,180,5,5
2015-12-09,5x5 B,Bench Press,120,5,5
2015-12-09,5x5 B,Bent Over Row,125,5,5
2015-12-13,5x5 A,Squats,180,5,5
2015-12-13,5x5 A,Overhead Press ,75,5,5
2015-12-13,5x5 A,Deadlift,215,1,5
2015-12-15,5x5 B,Squats,180,5,5
2015-12-15,5x5 B,Bench Press,120,5,5
2015-12-15,5x5 B,Bent Over Row,125,5,5
2016-01-06,5x5 A,Squats,130,5,5
